Plate,Brand,Model,Battery
0797 YLN,Renault,Clio,37
0877 NML,Renault,Captur,43
6217 KXH,Honda,Accord,88
7260 WBD,BMW,M3,63
4036 VXH,Mercedes-Benz,GLA,98
8301 JXY,BMW,X3,85
5304 WBL,Toyota,RAV4,86
3712 CVP,Ford,Mustang,52
1897 TDV,Mercedes-Benz,E-Class,61
4219 WVW,BMW,X5,55
5618 TGY,Honda,Accord,47
9326 PMF,Mercedes-Benz,C-Class,82
1260 FHT,Volkswagen,Passat,50
4115 TMX,BMW,X5,25
8491 ZPM,BMW,X5,55
0491 SKF,Renault,Captur,53
4047 JRR,Mercedes-Benz,C-Class,88
6532 FTL,Renault,Clio,26
6002 VWT,Volkswagen,Tiguan,95
7681 XDP,Volkswagen,Tiguan,49
3434 VGZ,Mercedes-Benz,C-Class,40
8037 NTS,Peugeot,2008,57
1932 CRT,Toyota,Prius,69
0688 PMX,Mercedes-Benz,E-Class,84
1530 MVR,Ford,Explorer,47
4759 XHR,Volkswagen,Tiguan,45
3659 PPL,Ford,Explorer,97
8674 DJN,Volkswagen,Passat,66
2613 MTS,Peugeot,2008,25
2700 BYN,Ford,Focus,90
7725 LXR,Peugeot,3008,30
4995 DTV,Mercedes-Benz,C-Class,70
4231 MLX,Peugeot,208,26
3630 LXD,Mercedes-Benz,C-Class,84
7021 GMS,Volkswagen,Passat,71
2170 NPW,Audi,A3,80
2845 HTW,Toyota,Prius,25
2659 VHF,Volkswagen,Golf,38
5126 NKD,Honda,CR-V,62
6477 SKC,Toyota,Yaris,40
7490 RYJ,Hyundai,i20,39
7252 RCY,Volkswagen,Polo,97
2756 TDG,Ford,Mustang,81
4922 VNG,Volkswagen,Passat,53
1701 LMN,BMW,i3,68
8825 BCR,Hyundai,Santa Fe,70
0416 WKC,BMW,X3,89
6742 GJS,Toyota,Prius,22
6558 RDB,Honda,Civic,74
9952 JYD,Toyota,RAV4,54
4168 XGS,Toyota,RAV4,72
8989 FGR,Hyundai,i20,48
3678 KHN,Volkswagen,Tiguan,93
4356 RYX,Peugeot,308,73
1869 DKB,Volkswagen,Passat,62
1159 WTW,Peugeot,3008,77
2708 KPL,Ford,Mustang,76
0117 SYX,Hyundai,i30,75
4743 JHG,Toyota,Corolla,55
9870 CXP,Ford,Fiesta,94
0738 WZH,Honda,HR-V,20
2996 PLM,Volkswagen,Passat,69
4201 DRJ,Mercedes-Benz,GLC,92
4594 CHX,Toyota,Corolla,66
2361 PSM,Volkswagen,Passat,25
8862 DCC,Toyota,Prius,88
1156 GTJ,Renault,Kadjar,71
1878 XTV,Ford,Explorer,36
7358 NDK,Renault,Kadjar,98
5785 TJR,Ford,Focus,71
3961 PJK,Hyundai,Tucson,73
2947 CJL,Mercedes-Benz,E-Class,66
4468 WKX,Honda,HR-V,80
4089 ZBN,Toyota,Corolla,66
5617 YGM,Peugeot,3008,34
2368 LLM,Peugeot,308,30
1302 VYZ,Audi,A4,94
8349 LRH,Renault,Clio,39
6705 WPL,Ford,Mustang,39
4165 VYH,Audi,A3,84
3217 FSS,Mercedes-Benz,C-Class,79
8492 YNJ,Mercedes-Benz,GLA,91
7992 MLF,Toyota,Prius,44
8184 PVR,Mercedes-Benz,GLA,31
6724 MSL,Volkswagen,Polo,64
0237 WYC,Toyota,RAV4,27
3138 WDZ,Peugeot,2008,47
5638 HDX,Audi,A3,99
2481 VSK,Mercedes-Benz,GLC,82
4420 FDS,Toyota,Prius,71
3663 CCB,Toyota,Prius,34
3124 GLZ,Renault,Kadjar,71
8000 SXM,Mercedes-Benz,E-Class,85
6421 VBC,Honda,HR-V,99
6070 JTY,Toyota,RAV4,46
9446 TLK,Ford,Focus,25
3688 FNF,Renault,Megane,41
4149 MWJ,Audi,A3,54
4943 PKR,Volkswagen,Passat,83
6852 LKT,Toyota,RAV4,87
9469 GBN,Hyundai,i20,40
3192 TGH,Honda,Civic,77
4192 GFN,Ford,Focus,32
5350 FGY,BMW,M3,48
1170 XJC,Mercedes-Benz,GLA,73
7357 FKL,Hyundai,Santa Fe,97
2115 LRX,Hyundai,i20,69
7102 MTS,Volkswagen,Golf,25
2529 FPG,BMW,X3,51
4634 KBB,Honda,Civic,74
1564 BFZ,Honda,Civic,25
0601 PSX,Honda,Accord,62
5023 LJV,Toyota,RAV4,63
4095 BRV,Ford,Mustang,22
5206 GRM,Hyundai,i30,75
1405 VPS,Peugeot,3008,53
8988 VRG,Toyota,Yaris,73
9752 FLB,Mercedes-Benz,GLC,25
1954 KHY,Toyota,RAV4,46
0662 LLV,Audi,A4,25
4824 DZS,Ford,Fiesta,81
1904 FHP,Audi,Q5,35
7391 LFS,BMW,X3,90
3364 NWB,Mercedes-Benz,GLC,72
1108 SYR,Volkswagen,Passat,75
3907 BKN,Hyundai,i30,64
7925 VFF,Renault,Clio,59
9941 STZ,BMW,i3,50
3633 HVR,Mercedes-Benz,E-Class,25
7937 XBH,Hyundai,i30,97
4369 GXM,BMW,X5,81
7302 VYG,Audi,A3,92
1190 TFF,Volkswagen,Golf,29
7226 WKT,BMW,X5,86
2571 KYH,Toyota,Corolla,36
0327 LGM,Audi,A4,88
5913 SYF,Volkswagen,Polo,56
4306 TNK,BMW,X3,51
2738 TBJ,Renault,Kadjar,92
7661 VJD,Ford,Mustang,96
5044 LVL,BMW,X3,93
2905 PMN,Honda,HR-V,50
2596 WCD,Hyundai,i20,51
4024 NCV,Toyota,RAV4,61
3228 NWM,Honda,Civic,30
5758 BRZ,Peugeot,208,63
5358 LKG,Toyota,Yaris,35
1485 PDP,Toyota,RAV4,53
3720 LHC,Mercedes-Benz,E-Class,74
9039 NNF,Honda,CR-V,58
7659 GRX,Ford,Fiesta,78
8531 XWG,BMW,i3,45
4797 LNJ,Honda,Accord,32
0662 JVX,Peugeot,308,90
5753 NMB,BMW,X5,68
5851 BTX,Peugeot,3008,100
9567 XXG,Honda,CR-V,60
3483 ZJF,Peugeot,308,97
7915 KWT,Hyundai,i20,52
2584 BLW,BMW,X3,29
5914 KSP,Mercedes-Benz,GLC,23
7006 CCD,Audi,Q7,100
5565 DHB,Toyota,Yaris,92
2439 HXY,Peugeot,208,100
2423 WKW,Hyundai,Santa Fe,99
9164 WJW,Renault,Clio,40
4333 VHV,BMW,X5,78
1286 DWF,Honda,Civic,66
6845 PMV,Peugeot,2008,49
8833 FWY,Mercedes-Benz,GLA,42
3216 VGN,Audi,A4,69
5749 YHH,Ford,Fiesta,77
4896 YPW,Audi,Q5,58
6446 WMP,Toyota,Corolla,94
6608 FDS,BMW,X5,46
7640 RWV,Peugeot,208,38
1279 HDC,Hyundai,i20,46
3658 ZGB,Hyundai,i20,44
7095 GDP,Honda,CR-V,78
7451 CTK,Ford,Explorer,48
3974 LYJ,Peugeot,3008,69
7842 WCM,Audi,Q7,55
2882 KYR,Mercedes-Benz,GLC,89
5175 ZMW,Volkswagen,Golf,67
4187 JRS,Peugeot,2008,26
1091 YKY,Volkswagen,Tiguan,27
1825 FDZ,Mercedes-Benz,C-Class,39
5744 BSW,Volkswagen,Golf,49
2204 LYY,Peugeot,208,79
2982 DMZ,Mercedes-Benz,E-Class,81
3535 RZB,Peugeot,3008,89
3846 PZT,Toyota,RAV4,36
2599 BWB,Audi,Q7,84
5113 LFD,Peugeot,308,88
4661 BBK,Renault,Captur,94
8643 XDJ,Ford,Fiesta,30
6863 HLZ,Ford,Fiesta,67
4024 GKV,Audi,A4,31
3775 FBL,Honda,CR-V,33
6633 XCK,Toyota,Corolla,46
6895 PDW,Hyundai,Tucson,35
9543 WNP,Volkswagen,Polo,66
7775 TZT,Honda,Civic,66
3428 TRV,Volkswagen,Tiguan,51
4781 CHP,BMW,X3,52
6911 WGG,Renault,Kadjar,99
6145 WHK,Ford,Fiesta,37
1820 SYH,Volkswagen,Golf,20
1351 HRG,Toyota,Prius,97
7352 HFV,Volkswagen,Polo,22
1528 FGV,Volkswagen,Polo,70
5111 VRY,Mercedes-Benz,GLC,37
3533 ZZF,Mercedes-Benz,GLC,99
4668 DKT,Renault,Captur,45
3807 SRB,Peugeot,308,95
7521 BVF,Honda,Accord,73
1829 GZF,Hyundai,i30,51
0598 NVS,Hyundai,Santa Fe,31
1975 HMY,BMW,X5,85
8551 WLY,Audi,Q5,30
8517 LGL,BMW,M3,24
0943 VFV,Toyota,Corolla,39
5824 CHK,Hyundai,Santa Fe,100
1673 KKY,Honda,Civic,25
0028 LLK,Audi,Q7,60
6871 PPL,Volkswagen,Golf,23
0282 YHK,Ford,Focus,63
1634 VGH,Audi,Q5,71
0126 DGH,Toyota,Prius,64
0092 FXY,Toyota,Prius,68
0628 GKK,Audi,Q5,47
4376 LBT,BMW,X5,25
5666 YWJ,Volkswagen,Golf,42
8454 NXY,Audi,A3,72
4745 ZWG,Ford,Explorer,99
2558 FPH,Peugeot,2008,62
0859 DDP,Renault,Megane,55
2174 RYS,Peugeot,3008,50
2208 LWZ,Audi,Q5,63
3896 CHF,Ford,Mustang,63
3606 GTY,Mercedes-Benz,GLC,35
4688 PVP,BMW,i3,23
8801 CNX,Toyota,Corolla,62
7388 FZH,Volkswagen,Golf,75
5143 YRK,Renault,Clio,22
4815 PPK,Mercedes-Benz,GLA,84
8391 CHL,Hyundai,Santa Fe,60
6397 SYY,Peugeot,2008,86
7002 GRN,Peugeot,2008,60
0347 HZF,Ford,Focus,91
7380 PZJ,Honda,Accord,87
9525 MSH,Renault,Kadjar,65
3444 SYG,Toyota,Prius,74
7299 FDX,Honda,HR-V,75
2854 HBY,Audi,A4,98
2667 CGW,Honda,HR-V,37
5696 MDK,Honda,Civic,20
6327 CZK,Ford,Focus,95
9872 SSH,Volkswagen,Tiguan,42
0784 HMN,Mercedes-Benz,E-Class,52
3290 JYN,Audi,A4,21
6189 BDN,Ford,Mustang,28
0899 SSX,Peugeot,208,75
3757 TRL,Peugeot,308,93
5218 PPL,Honda,CR-V,47
3400 MDF,Renault,Captur,85
8593 RBC,Honda,Accord,97
4937 GHZ,Renault,Captur,60
4450 NVP,Ford,Fiesta,20
8837 WYM,Mercedes-Benz,GLA,95
5057 YDM,Ford,Mustang,21
3733 PDN,Honda,CR-V,49
9506 KJR,Mercedes-Benz,GLA,62
9620 RZG,Peugeot,308,75
6312 LBM,Mercedes-Benz,C-Class,30
0849 ZLF,Peugeot,208,82
3076 FDK,Volkswagen,Polo,40
3254 PGT,Peugeot,3008,56
0818 JKV,Peugeot,208,65
6913 SCR,Peugeot,208,90
9842 VVX,Ford,Explorer,20
7750 PRH,Peugeot,308,93
9290 RVH,BMW,X5,94
4802 YTK,Audi,A4,73
9935 SXP,Peugeot,308,52
1583 CWF,Audi,A4,76
4858 BTT,Volkswagen,Polo,69
1611 WSD,Audi,Q5,88
1042 DHZ,Peugeot,2008,48
2621 TBF,Mercedes-Benz,GLC,54
6267 GCF,Peugeot,208,93
0960 NHJ,Audi,A3,68
6269 BYX,Peugeot,208,33
6713 SNL,Honda,HR-V,87
8848 KLF,Renault,Captur,78
7032 ZPP,Peugeot,208,84
3703 DGG,Toyota,Corolla,65
6818 NCL,Ford,Focus,77
1102 WZF,Toyota,Yaris,46
7378 WGB,BMW,X3,42
4598 JVV,Audi,Q5,59
6594 VVT,Renault,Captur,31
5674 JXX,Peugeot,208,27
1930 SDY,Honda,CR-V,64
7202 RJR,Honda,Civic,58
2055 SBP,Peugeot,208,68
1390 XPG,BMW,M3,70
5863 WXJ,BMW,M3,69
0541 HGD,Mercedes-Benz,GLA,22
9029 PMR,Hyundai,Santa Fe,32
3990 FNT,Audi,Q7,57
2644 JJL,Honda,CR-V,94
1364 XGY,Volkswagen,Golf,51
7167 CSF,Ford,Mustang,60
7403 BWY,Mercedes-Benz,C-Class,64
8785 FDY,Toyota,RAV4,25
7129 TNN,Audi,Q7,51
0118 SWX,Hyundai,Santa Fe,73
7642 HYH,Peugeot,3008,31
6460 MXL,BMW,i3,27
2196 CLD,Audi,A4,75
3774 KFG,Honda,Civic,45
8487 WZT,Mercedes-Benz,GLA,90
3423 CNH,Volkswagen,Polo,39
8990 TWC,Mercedes-Benz,GLC,67
4156 WYY,Toyota,Corolla,37
7087 LJB,Audi,Q7,30
1726 KWS,Volkswagen,Golf,88
4464 RKN,Mercedes-Benz,E-Class,54
5380 XRS,Hyundai,Tucson,33
4231 ZBX,Hyundai,i20,60
0006 PBC,Ford,Explorer,81
2420 PYM,Hyundai,Santa Fe,62
7705 ZJH,Peugeot,3008,71
8424 LBS,Audi,Q7,27
5015 ZJJ,Renault,Megane,89
3679 ZGS,Audi,Q5,62
9889 WTF,Hyundai,i20,44
7258 GFH,Volkswagen,Golf,56
0496 ZTM,Audi,A3,70
2862 BSZ,Honda,CR-V,93
2430 LFF,Peugeot,308,78
5416 DLJ,Ford,Explorer,29
1978 WVX,Audi,Q7,48
8181 DVM,Renault,Megane,52
4200 MZB,Honda,Civic,83
8379 ZDR,Hyundai,Santa Fe,45
0988 HXS,Renault,Kadjar,22
4979 GMC,Hyundai,Santa Fe,49
3406 FFD,Volkswagen,Polo,99
5566 FTF,Renault,Captur,81
5990 PZN,Peugeot,2008,26
9348 XMX,BMW,X5,90
9090 WRX,Toyota,Yaris,86
5944 SFC,Honda,HR-V,50
7364 VPJ,BMW,X5,22
5512 PVF,Honda,HR-V,22
0676 NXD,Honda,CR-V,78
8404 TKW,Hyundai,i20,26
0127 CXS,Audi,Q7,47
6229 PKL,Toyota,Yaris,90
0180 SMP,Honda,CR-V,48
5830 LVG,Audi,Q5,84
0073 KNK,Toyota,Yaris,51
8925 RXB,Audi,A3,48
6635 TMP,Toyota,Corolla,36
8540 JXR,Renault,Megane,77
4148 DKR,Peugeot,208,68
9191 YXK,Renault,Megane,62
6690 CCH,Peugeot,2008,53
4972 WYK,Peugeot,2008,31
3415 BYY,Peugeot,308,48
4560 SKH,Hyundai,Santa Fe,26
6173 TJZ,Honda,CR-V,54
6129 YFW,Peugeot,3008,58
0148 MCF,Ford,Mustang,81
9137 BBW,Hyundai,i30,73
5512 DFR,Peugeot,308,98
0733 YRR,Ford,Focus,29
8925 PFL,Toyota,RAV4,87
4446 RBV,Volkswagen,Passat,44
1825 GDN,Toyota,Prius,38
1348 TVG,Honda,HR-V,93
1874 KGH,BMW,i3,46
6453 ZRZ,Renault,Kadjar,66
6488 LXV,Mercedes-Benz,C-Class,79
3324 FZT,Ford,Focus,62
6281 FYV,BMW,X3,38
8409 TCT,Audi,A4,43
4587 JXP,Mercedes-Benz,GLC,68
5554 GXW,Hyundai,Santa Fe,79
5683 FVD,Peugeot,2008,60
6148 HWW,Volkswagen,Tiguan,41
0183 RLT,Volkswagen,Golf,25
8119 KHD,Toyota,Yaris,50
6233 NTV,Peugeot,208,69
0679 VNF,Ford,Fiesta,66
1087 RDW,Toyota,Prius,100
0652 TNJ,Renault,Clio,67
0468 MBN,Hyundai,Tucson,61
6825 XXD,Audi,Q7,35
1253 PWJ,Renault,Captur,72
8108 HNZ,Honda,HR-V,81
0377 YSP,Toyota,Corolla,34
1407 PBB,Toyota,Yaris,31
6276 HWC,Volkswagen,Polo,77
3698 GFF,Volkswagen,Golf,66
7909 HKB,Toyota,RAV4,53
3936 BDL,Renault,Kadjar,60
9399 MVM,Honda,Civic,29
5507 XYX,Peugeot,3008,50
0314 PHN,Volkswagen,Passat,99
1386 XRM,Peugeot,308,97
7904 RBW,Peugeot,308,29
3215 KCX,Hyundai,Santa Fe,73
9400 HTT,Ford,Fiesta,87
6865 BZY,Peugeot,208,53
7526 WFC,Audi,A4,69
2959 ZMJ,Ford,Fiesta,35
3781 VKR,Audi,Q5,36
6297 RXW,Mercedes-Benz,C-Class,71
2977 MWM,Toyota,Prius,84
8366 ZFY,Honda,CR-V,52
2585 VNG,Toyota,Corolla,48
4799 KBC,Ford,Fiesta,91
9313 YKN,BMW,X3,28
9621 YDF,Honda,Accord,89
8824 TYC,BMW,X3,75
2121 YGN,Toyota,Prius,45
4601 JWN,Toyota,Yaris,38
6966 GPY,Peugeot,308,88
8888 FWG,Audi,A4,50
4437 HZR,Mercedes-Benz,GLC,92
6959 PWT,Toyota,RAV4,43
6926 WRN,Renault,Megane,91
5405 NVS,Ford,Fiesta,51
5018 FVZ,BMW,X3,28
8018 LHP,Honda,Accord,31
1528 JXH,Audi,Q7,28
3255 CMX,Mercedes-Benz,E-Class,67
9719 FRL,Honda,Civic,49
0087 PJM,Mercedes-Benz,C-Class,24
0892 HVC,Hyundai,Tucson,89
6754 DSR,Volkswagen,Polo,70
4304 XBJ,Honda,HR-V,98
7183 KWF,Toyota,Corolla,76
4929 MST,Renault,Megane,21
5100 XNW,Ford,Explorer,43
3171 HZT,Peugeot,2008,66
1363 DVF,Ford,Explorer,76
3972 KYM,Audi,A3,61
3403 SXN,Toyota,Prius,81
7939 NYY,Honda,HR-V,44
8395 FRC,Hyundai,Santa Fe,90
3494 PPR,Toyota,RAV4,78
2757 BNJ,Hyundai,Santa Fe,49
2109 DGP,BMW,M3,72
2224 PZF,Renault,Clio,97
7163 TXX,Peugeot,208,39
0168 KMN,Toyota,RAV4,91
6011 RGL,Ford,Fiesta,48
0784 VWT,Honda,HR-V,25
0953 TFM,Hyundai,Tucson,24
5166 KSL,Renault,Megane,56
5145 JTP,Ford,Fiesta,71
6807 CHX,Peugeot,2008,73
3069 STB,Honda,Accord,45
0701 FGK,Mercedes-Benz,C-Class,61
6292 XZP,Volkswagen,Passat,53
2491 FHV,Honda,CR-V,77
1719 RNB,Honda,Accord,100
1846 BLS,Audi,A3,26
1061 XBY,Renault,Captur,68
8829 TKG,BMW,M3,58
3844 DNY,Ford,Mustang,30
7084 WMZ,Ford,Fiesta,96
4781 CXH,Ford,Focus,77
9527 WSW,Toyota,Corolla,30
7107 DRP,Honda,CR-V,86
9767 ZJY,Honda,CR-V,40
7882 NLS,Toyota,Corolla,32
6096 MBK,Honda,HR-V,29
6495 RLS,Honda,HR-V,90
4152 RFN,Toyota,Corolla,25
0961 CPY,BMW,X5,70
0709 CLY,Renault,Captur,86
6745 DYG,BMW,X3,99
0381 RZX,Volkswagen,Tiguan,40
3424 FKB,Mercedes-Benz,E-Class,26
3801 KNN,Volkswagen,Polo,71
3535 NYP,Volkswagen,Polo,34
9090 BXJ,Audi,Q5,37
1257 BKR,Peugeot,3008,36
2957 JGH,Honda,Accord,65
8463 BYF,BMW,X5,51
5656 LNX,Volkswagen,Polo,46
4842 JZX,Ford,Explorer,87
4280 VMG,BMW,M3,38
4294 FYG,Audi,Q7,71
3070 HPB,Renault,Captur,81
4281 WHL,BMW,M3,21
8968 FWG,Honda,Civic,96
9668 CCJ,Hyundai,Santa Fe,43
0266 ZFJ,Renault,Clio,43
4028 BBY,Volkswagen,Passat,77
2787 KXB,Ford,Mustang,51
5981 TYN,Peugeot,3008,74
7306 FRP,Mercedes-Benz,E-Class,64
6333 NTB,Renault,Kadjar,51
4787 BLK,Audi,Q5,78
8963 DPR,Renault,Captur,62
0419 PPW,Peugeot,2008,86
3965 FSP,Ford,Explorer,68
6458 YLM,BMW,X3,21
2938 FKC,Honda,HR-V,48
6297 FXT,BMW,X5,73
7341 RNZ,Audi,Q7,75
1242 PMK,Volkswagen,Tiguan,93
0233 PKZ,Audi,A4,85
3222 XMY,Honda,Accord,33
9791 SWG,Peugeot,208,91
2316 VFP,Honda,Civic,97
1827 PHS,Peugeot,208,29
3048 TFJ,Honda,Accord,72
0537 XPG,Honda,HR-V,32
9617 XDD,Hyundai,Santa Fe,78
2465 KFK,Hyundai,Tucson,68
4058 LZT,Ford,Focus,91
6860 CGP,Peugeot,308,79
6456 FFY,Volkswagen,Golf,79
7183 PHZ,Volkswagen,Passat,74
4255 HWS,Ford,Focus,94
4606 SSN,BMW,M3,61
2845 PLD,Audi,Q7,74
3052 VCK,Hyundai,i30,82
1220 HNS,Volkswagen,Passat,97
6879 YTP,Honda,CR-V,29
1758 DBC,Hyundai,i20,43
1861 SXH,Audi,Q5,81
2372 HXW,Honda,Civic,31
8473 XSL,Volkswagen,Tiguan,25
3263 JTH,Toyota,Corolla,73
2964 ZJL,BMW,X5,45
0117 PLW,Honda,HR-V,29
7510 WKF,BMW,X3,52
8577 JPL,Peugeot,2008,66
8205 MNX,Mercedes-Benz,E-Class,44
2900 BGM,BMW,X5,51
4643 FMV,Toyota,Yaris,85
8304 KBS,Mercedes-Benz,GLC,51
4739 YBN,Peugeot,3008,90
7065 JVP,Renault,Captur,79
8800 SXB,Mercedes-Benz,E-Class,25
0642 HYV,Audi,Q5,54
2533 YSM,Honda,Civic,49
5027 TMP,Peugeot,2008,95
6024 HNJ,Peugeot,2008,27
7424 GTD,Toyota,Corolla,68
7229 GDK,Toyota,Prius,71
1564 XLV,BMW,i3,61
8772 NXP,Peugeot,208,92
9525 HNF,BMW,i3,27
9000 HFW,Audi,Q7,91
0783 WTH,Peugeot,308,48
2036 CTR,Ford,Explorer,62
2540 GWC,Toyota,Corolla,22
8686 LJG,BMW,i3,94
6594 FDT,BMW,i3,93
9077 SXV,Peugeot,3008,43
1809 CFC,Renault,Megane,47
1242 XJJ,Renault,Captur,93
0112 ZVH,Ford,Fiesta,46
0047 FSP,Renault,Megane,33
9273 NXP,Audi,Q7,34
2248 CTH,Hyundai,i20,98
4515 LTL,Renault,Captur,79
6912 YWB,Renault,Megane,62
3325 HNF,Honda,Civic,23
1693 FZS,Audi,A3,29
9938 BGT,Ford,Fiesta,87
7723 SNZ,Mercedes-Benz,GLA,96
5864 CHV,Renault,Clio,28
4091 YKG,Mercedes-Benz,GLC,24
2934 HWC,Mercedes-Benz,GLC,55
6372 DCN,Ford,Explorer,23
9411 FXR,Volkswagen,Golf,77
1299 GDR,Volkswagen,Passat,41
3853 VHY,Hyundai,Santa Fe,81
4884 CDM,Mercedes-Benz,GLA,53
1221 DHC,BMW,M3,89
8541 BPK,BMW,X5,25
4217 BSX,Volkswagen,Polo,88
3137 ZSW,Peugeot,208,34
7259 KGP,Renault,Captur,59
2216 MPG,Toyota,RAV4,40
6070 CKM,Volkswagen,Golf,32
2617 MCN,Renault,Kadjar,28
7726 GJP,Mercedes-Benz,GLA,98
4669 VJV,Volkswagen,Tiguan,69
8820 FZR,Honda,Civic,69
3716 WMD,Audi,Q5,96
0842 NLH,Ford,Mustang,78
3640 BVL,Mercedes-Benz,GLC,76
0016 WJV,Volkswagen,Tiguan,69
8822 LDD,Ford,Mustang,21
4928 NNK,BMW,i3,83
3267 SLD,Hyundai,i30,42
1876 BRH,Toyota,Yaris,55
0141 VZL,Volkswagen,Polo,67
3632 JDD,Honda,HR-V,51
8897 TRX,Honda,CR-V,30
0729 ZGY,Peugeot,208,96
6748 XSN,Toyota,Prius,32
7644 GDP,Renault,Clio,93
6300 ZSY,Ford,Fiesta,81
0303 XYG,Honda,Accord,88
4169 VLJ,Honda,HR-V,50
0540 XPM,BMW,M3,62
2920 PGP,Hyundai,Santa Fe,55
6377 NZH,Volkswagen,Polo,63
8643 KZT,Hyundai,Tucson,92
8375 MXV,Peugeot,208,74
1288 CBK,BMW,X3,85
9781 YCC,Peugeot,2008,23
2701 ZLD,Mercedes-Benz,C-Class,66
1739 LCX,Audi,Q5,23
5871 GSZ,Ford,Focus,85
7449 VHP,Peugeot,2008,66
7990 ZRY,Mercedes-Benz,C-Class,97
6318 PYK,Peugeot,3008,90
4943 GZN,Hyundai,i20,40
2877 PKV,Audi,A4,51
2754 CMY,Honda,HR-V,90
1593 GCM,BMW,X3,49
4154 HML,BMW,X5,53
6252 PXW,Peugeot,308,53
7889 VTF,Mercedes-Benz,GLA,50
2081 KCM,Renault,Megane,46
1524 HLF,Volkswagen,Golf,84
9525 BJV,Toyota,Prius,90
0001 XBH,BMW,X5,28
7241 RWN,Hyundai,i30,40
0646 BGC,Peugeot,308,72
6862 BPD,Honda,Civic,79
8260 XWS,Hyundai,Tucson,41
0639 VHD,Ford,Mustang,70
8025 KMB,Peugeot,3008,31
6628 JHR,Ford,Mustang,93
6028 PWR,Toyota,Yaris,93
5819 HXF,Volkswagen,Golf,96
0398 PWV,Renault,Clio,25
6838 CKJ,Mercedes-Benz,C-Class,65
9893 MDW,Ford,Explorer,27
7133 KYT,Mercedes-Benz,GLA,36
3394 TBT,Mercedes-Benz,GLA,98
0767 ZLR,Audi,Q5,64
8791 JPM,BMW,X3,96
9672 WDT,Peugeot,3008,30
4738 PBH,Volkswagen,Passat,36
5796 XNM,BMW,X5,85
4433 ZNP,Toyota,Corolla,99
1622 VMJ,Audi,Q5,64
9032 YNR,Mercedes-Benz,GLA,28
7671 WBZ,BMW,X3,57
5145 XZW,Peugeot,3008,36
3281 JBB,Honda,Civic,54
8625 KMG,Peugeot,208,53
5858 FFZ,Mercedes-Benz,E-Class,46
4478 FVS,Peugeot,2008,99
2962 GWY,Volkswagen,Polo,42
5199 WSH,Renault,Megane,71
8426 FDP,Ford,Mustang,98
8031 XPH,Honda,Accord,100
0375 HFW,Mercedes-Benz,E-Class,30
8005 FCD,Peugeot,2008,47
3777 WPL,Audi,Q7,21
4765 GGY,BMW,M3,93
8114 BFX,Toyota,RAV4,39
6849 HHX,Hyundai,i30,90
7567 MHR,Volkswagen,Passat,83
9423 BYN,Mercedes-Benz,C-Class,93
0928 VFT,BMW,i3,72
8521 JDM,Toyota,Corolla,36
7186 BCZ,BMW,i3,74
8679 DXM,Mercedes-Benz,E-Class,63
1524 BHF,Honda,CR-V,60
1546 BXZ,Honda,Accord,21
0333 DWB,BMW,M3,30
2184 WTV,Volkswagen,Polo,50
6418 LZH,Renault,Clio,43
8469 CWB,BMW,X3,54
0895 DJX,Ford,Fiesta,31
7081 NBC,Mercedes-Benz,GLC,67
8760 ZKM,Volkswagen,Golf,52
2520 LTS,Ford,Focus,60
8141 VLW,Renault,Kadjar,44
4331 TFD,Audi,A4,62
4970 LTS,Ford,Focus,79
1453 TKP,Volkswagen,Passat,41
1990 XHT,Hyundai,i30,72
7494 MBH,Hyundai,Tucson,26
5571 BDC,Hyundai,i20,26
1830 PJN,Mercedes-Benz,GLC,98
6799 WBB,Audi,Q7,90
7090 ZWY,Toyota,Prius,40
7491 NHY,Peugeot,208,47
9912 PRS,Audi,Q7,61
6512 JHW,Hyundai,Tucson,41
4314 VLC,Peugeot,3008,22
2280 NKN,Volkswagen,Tiguan,60
8778 WLW,Honda,Civic,60
1048 VLH,Mercedes-Benz,GLA,23
2363 XMC,Volkswagen,Passat,76
5190 KLB,Honda,HR-V,88
1952 VSV,Volkswagen,Tiguan,27
8199 WYZ,Ford,Explorer,36
7617 VFP,Ford,Mustang,26
5760 RFV,Ford,Fiesta,25
3383 NPL,Volkswagen,Passat,41
9744 YKP,Volkswagen,Passat,24
4133 SJP,Renault,Megane,70
9383 LDW,Peugeot,2008,49
8024 GVR,Mercedes-Benz,C-Class,62
5419 YSS,Toyota,RAV4,53
7883 FXS,Peugeot,2008,87
8958 CFP,Hyundai,i30,89
0192 PYL,Ford,Focus,93
4411 RVC,Ford,Explorer,76
6175 THS,Volkswagen,Golf,87
0116 YGY,Honda,Civic,21
3239 LLL,Renault,Captur,34
8134 XNN,Renault,Kadjar,31
5536 PMP,Mercedes-Benz,C-Class,43
9784 XZX,Honda,HR-V,90
6179 GJL,Volkswagen,Polo,68
7732 LTR,Mercedes-Benz,C-Class,90
8274 MZG,Renault,Clio,67
4100 HLH,Toyota,Corolla,94
4793 RXB,Peugeot,208,24
6009 PCV,Ford,Explorer,66
3374 VJR,Audi,A3,68
2142 SFW,Toyota,RAV4,20
1839 TRV,Toyota,Corolla,33
1615 VNJ,Hyundai,Santa Fe,75
3561 TTH,Ford,Focus,48
7754 GJR,Hyundai,i20,23
4406 FFG,Hyundai,i20,100
0873 GYZ,Toyota,RAV4,47
5673 RCR,Renault,Kadjar,58
